Platform,genre,avg.review,daily.listens,total.reviews,subscribers
Apple Podcasts,Documentary,4.77,4450.19,1126,774.85
Spotify,News & Culture,4.02,4700.96,1148,500.75
Apple Podcasts,Comedy,4.8,4780.12,1307,339.7
Spotify,Comedy,4.53,4681.99,889,496.12
Apple Podcasts,News & Culture,4,4449.62,1129,278.76
Apple Podcasts,News & Culture,4.77,4505.08,893,545.03
Apple Podcasts,Comedy,3.81,4650.2,830,577.26
Apple Podcasts,News & Culture,3.72,4731.93,907,539.04
Apple Podcasts,News & Culture,4.78,4585.69,1018,409.39
Apple Podcasts,Comedy,4.35,4734.07,982,483.38
Apple Podcasts,Documentary,4.47,4242.02,944,781.61
Apple Podcasts,Documentary,4.5,4560.33,1155,935.62
Spotify,Comedy,4.69,4704.78,1041,609.7
Apple Podcasts,Comedy,3.75,4675.09,1038,299.79
Apple Podcasts,Documentary,4.12,4307.65,778,823.66
Apple Podcasts,Comedy,4.91,4704.1,643,727.57
Apple Podcasts,Comedy,4.25,4776.37,931,510.19
Apple Podcasts,News & Culture,4.33,4489.46,856,599.02
BBC Sounds,Documentary,4.74,4209.43,897,880.02
Apple Podcasts,News & Culture,4.12,4456.73,774,774.53
Apple Podcasts,Comedy,4.52,4688.69,836,455.37
Apple Podcasts,Documentary,4.8,4153.51,1064,604.81
Apple Podcasts,Documentary,4.71,4340.42,814,837.83
Apple Podcasts,News & Culture,4.18,4631.88,997,456.08
Apple Podcasts,News & Culture,4,4522.74,1081,542.21
Apple Podcasts,News & Culture,4.95,4427.69,637,656.46
Apple Podcasts,Comedy,5,4792.46,1132,598.02
YouTube,News & Culture,4.37,4415.36,827,680.73
Apple Podcasts,Documentary,4.69,4401.92,1039,849.58
YouTube,News & Culture,4.33,4440.88,1014,667.47
Apple Podcasts,Comedy,4.45,4822.76,758,668.24
Apple Podcasts,Comedy,4.1,4599.5,683,341.09
Apple Podcasts,Documentary,4.61,4550.21,1146,1015.03
Apple Podcasts,News & Culture,4.37,4551.54,1054,493.76
YouTube,Comedy,3.4,4726.63,1171,685.69
Apple Podcasts,Comedy,4.33,4828.99,937,692.41
Apple Podcasts,News & Culture,3.7,4559.54,1003,461
Apple Podcasts,Documentary,4.33,4522.08,1061,811.92
Apple Podcasts,News & Culture,4.7,4382.53,1091,359.55
YouTube,Comedy,5,4898.62,1060,729.69
Apple Podcasts,Documentary,4.72,4371.65,1239,634.63
Apple Podcasts,News & Culture,4.42,4413.95,800,593.05
Apple Podcasts,Comedy,4.32,4567.16,739,644.61
Apple Podcasts,Comedy,4.54,4735.49,1045,443.18
YouTube,Documentary,4.21,4550.39,1055,996.94
Apple Podcasts,Documentary,3.4,4389.14,1080,787.13
Apple Podcasts,Comedy,3.96,4716.26,954,610.73
YouTube,Comedy,4.52,4781.73,1040,610.4
Spotify,Comedy,3.93,4792.47,912,750.4
Apple Podcasts,News & Culture,4.66,4739.8,831,687.5
Spotify,Comedy,4.38,4899.23,1087,693.39
BBC Sounds,Comedy,4.82,4683.53,1002,710.1
YouTube,Documentary,3.6,4393.13,757,1014.04
Apple Podcasts,Comedy,5,4793.72,885,712.53
Apple Podcasts,Documentary,3.58,4255.28,1091,710.07
Apple Podcasts,Comedy,4.62,4895,935,660.62
Spotify,News & Culture,4.14,4201.56,738,462.1
Apple Podcasts,News & Culture,4.31,4692.87,1050,638.78
Spotify,Comedy,4.66,4863.63,1005,602.58
YouTube,News & Culture,4.84,4334.01,911,318.76
YouTube,Comedy,4.66,4603.02,846,380.81
Apple Podcasts,Documentary,4.15,4321.09,951,688.54
Apple Podcasts,Documentary,4.14,4338.84,870,750.37
YouTube,News & Culture,4.17,4191.25,987,379.2
Apple Podcasts,News & Culture,4.12,4447.19,810,381.09
Apple Podcasts,News & Culture,4.3,4355.03,788,406.59
Spotify,News & Culture,3.4,4510.15,1004,532.02
Spotify,Comedy,4.52,4528.88,913,687.37
Apple Podcasts,News & Culture,4.68,4564.98,931,247.43
Apple Podcasts,Documentary,4.25,4378.56,1180,784.78
Apple Podcasts,Documentary,4.72,4317.76,852,929.87
Apple Podcasts,Documentary,4.63,4356.5,1072,708.01
Spotify,News & Culture,4.44,4308.06,886,274.63
Apple Podcasts,Documentary,4.73,4569.05,1365,580
Spotify,Documentary,4.55,4372.29,966,986
Apple Podcasts,Documentary,3.91,4409.14,986,823.35
Spotify,Documentary,4.62,4266.37,984,625.13
Apple Podcasts,Comedy,4.2,4646.9,1223,621.76
Apple Podcasts,News & Culture,3.82,4497.61,829,547.07
Spotify,News & Culture,3.53,4552.34,1032,437.96
Apple Podcasts,News & Culture,3.5,4393.74,742,362.01
Apple Podcasts,News & Culture,4.32,4441.5,1018,465.55
Apple Podcasts,Comedy,3.6,4932.76,958,636.64
Spotify,Comedy,4.64,4860.61,893,468.54
Apple Podcasts,Comedy,5,4794.62,896,590.28
Apple Podcasts,News & Culture,4.66,4252.6,824,264.31
Apple Podcasts,Comedy,5,4717.54,859,511.54
Spotify,News & Culture,3.97,4345.97,729,630.41
Apple Podcasts,Comedy,4.5,4594.39,1186,522.79
Spotify,Documentary,4.84,4359.46,1095,897.94
Apple Podcasts,News & Culture,5,4662.95,726,460.03
BBC Sounds,Documentary,4.37,4469.88,1049,674.68
Apple Podcasts,Documentary,4.58,4166.93,832,897.64
Apple Podcasts,News & Culture,4.5,4497.04,1069,354.93
Spotify,Comedy,4.43,4803.64,980,596.88
Spotify,Comedy,4,4785.81,1104,622.79
Apple Podcasts,News & Culture,4.5,4469.18,849,375.84
Apple Podcasts,Documentary,4.21,4317.47,1058,693.37
Apple Podcasts,News & Culture,4.06,4504.43,860,388.85
Apple Podcasts,Documentary,4.75,4213.75,805,768.53
Apple Podcasts,Documentary,4.49,4415.42,866,930.79
Spotify,Comedy,4.37,4815.27,911,488.21
Apple Podcasts,Comedy,4.15,4834.47,1054,751
Apple Podcasts,Comedy,4.27,4545.3,987,560.52
Apple Podcasts,Comedy,4.1,4679.43,1049,464.39
Apple Podcasts,Comedy,4.16,4625.73,780,625.11
Apple Podcasts,News & Culture,3.87,4377.44,987,516.37
YouTube,Comedy,4.65,4752.33,812,483.61
Apple Podcasts,News & Culture,100,4501.25,0,520.42
Apple Podcasts,Comedy,4,4870.16,983,598.92
Apple Podcasts,Comedy,4.9,4840.53,1096,687.3
Apple Podcasts,News & Culture,4.59,4538.3,554,560.1
Apple Podcasts,Comedy,4.46,4733.13,831,479.34
Apple Podcasts,Documentary,4.49,4393.05,1046,657.74
Apple Podcasts,Documentary,5,4412.54,1049,950.77
Apple Podcasts,Documentary,4,4420.65,1167,871
Apple Podcasts,Documentary,4.5,4439.96,1170,964.95
Apple Podcasts,News & Culture,4.05,4500.84,952,690.68
Apple Podcasts,News & Culture,4.13,4553.87,961,661.54
Apple Podcasts,Documentary,4.36,4382.14,1094,809.59
Spotify,Comedy,4.34,4637.17,1041,698.07
Apple Podcasts,News & Culture,4.5,4523.95,713,627.99
Apple Podcasts,Comedy,3.96,4802.96,726,476.04
Apple Podcasts,News & Culture,4.76,4448.51,830,403.98
Apple Podcasts,Comedy,3.4,4657.08,836,589.27
BBC Sounds,News & Culture,3.5,4575.52,831,568.08
Apple Podcasts,News & Culture,4.2,4576.14,1055,420
Apple Podcasts,Comedy,3.66,4794.13,1068,567.06
Spotify,News & Culture,5,4283.14,1063,198
YouTube,News & Culture,4.19,4532.29,986,591.25
Apple Podcasts,News & Culture,4.46,4773.04,1150,534.59
Apple Podcasts,Documentary,3.4,4316.22,963,710.79
Apple Podcasts,Documentary,3.56,4299.56,1237,683.1
Apple Podcasts,Comedy,4.23,4837.68,1179,468.57
Apple Podcasts,News & Culture,5,4676.74,971,293.07
Apple Podcasts,News & Culture,4.54,4395.94,454,781.57
Apple Podcasts,Comedy,4.59,4725.77,994,534.31
Apple Podcasts,News & Culture,4.8,4848.05,1205,425.3
Apple Podcasts,News & Culture,4.69,4450.37,824,506.37
Apple Podcasts,Comedy,4.58,4788.54,804,704.2
Apple Podcasts,Documentary,3.92,4441.66,1075,931.89
Apple Podcasts,Comedy,4.29,4628.92,873,508.93
Apple Podcasts,Comedy,4.76,4786.22,1026,769.55
Spotify,Comedy,4.87,4581.82,814,443.22
Apple Podcasts,Comedy,4.68,4713.34,791,412.98
Apple Podcasts,Comedy,4.51,4568.45,645,654.63
Apple Podcasts,Documentary,4.1,4277.36,1013,978.83
Apple Podcasts,News & Culture,4.4,4587.23,898,481.55
Apple Podcasts,Comedy,5,4462.36,906,503.56
Spotify,Documentary,4.34,4473.62,869,787.56
Apple Podcasts,Comedy,3.94,4496.03,874,335.84
Spotify,Documentary,4.42,4290.32,1100,654.58
Apple Podcasts,Documentary,4.01,4365.1,1006,720.31
Spotify,Documentary,4.42,4247.27,780,943.73
Apple Podcasts,Documentary,4.09,4426.97,1037,830.06
Apple Podcasts,Comedy,4.37,4738.02,924,529.76
Apple Podcasts,Documentary,4.83,4484.99,1063,727.84
Apple Podcasts,Comedy,4.55,4895.28,952,1002.06
Apple Podcasts,News & Culture,4.63,4453.3,721,344.92
Apple Podcasts,Comedy,4.4,4543.28,648,441.3
Spotify,Comedy,4.64,4537.74,882,601.54
Apple Podcasts,Comedy,4.47,4714.45,1106,529.55
Apple Podcasts,Documentary,4.09,4429.94,822,927.38
Apple Podcasts,Documentary,3.57,4360.72,1181,482.03
Apple Podcasts,Documentary,4.08,4304.5,941,752.84
BBC Sounds,Documentary,3.7,4413.08,1021,995.86
Apple Podcasts,News & Culture,4.2,4600.09,919,382.68
Apple Podcasts,News & Culture,5,4602.55,1138,511.49
YouTube,Documentary,4.75,4360.55,1028,968.3
Spotify,Comedy,4.5,4499.14,1061,589.17
Apple Podcasts,News & Culture,4.87,4416.35,823,406.95
Apple Podcasts,Comedy,4.8,4643.4,1019,488.09
Spotify,Comedy,3.75,4614.33,698,519.16
Spotify,Documentary,4.54,4422.81,1106,905.59
Apple Podcasts,Documentary,4.5,4461.35,1097,715.86
Apple Podcasts,Documentary,4.7,4377.16,996,851.87
Apple Podcasts,Comedy,3.99,4718.89,879,571
Spotify,Documentary,3.6,4407.06,915,1001.09
Apple Podcasts,Documentary,4,4517.7,1131,914.88
BBC Sounds,Comedy,4.22,4699.33,488,695.82
Apple Podcasts,Comedy,4.31,4810.6,1012,585.03
Apple Podcasts,News & Culture,4.56,4387.66,956,300.49
Apple Podcasts,News & Culture,1.5,4269.93,879,443.62
Spotify,News & Culture,3.9,4297.67,883,782.77
Apple Podcasts,Comedy,4.46,4698.1,1044,342.68
Spotify,News & Culture,4.45,4344.79,792,498.92
Apple Podcasts,Documentary,4.22,4517.31,989,824.19
Apple Podcasts,Documentary,4.96,4299.69,988,889.12
Apple Podcasts,News & Culture,4.13,4574.86,814,859.34
YouTube,News & Culture,4.51,4469.9,578,444.96
Spotify,News & Culture,4.49,4289.31,1075,173.89
Apple Podcasts,Comedy,4.22,4681.93,1226,581.16
Apple Podcasts,News & Culture,4.26,4690.47,1002,703.64
Spotify,News & Culture,4.59,4603.86,1102,606.55
Apple Podcasts,Documentary,4.5,4163.58,856,753.62
Apple Podcasts,News & Culture,4.55,4518.45,973,237.63
YouTube,News & Culture,4.59,4509.94,804,310.11
Apple Podcasts,Comedy,4.34,4821.19,1105,493.16
Apple Podcasts,Documentary,3.89,4369.71,867,873.18
Apple Podcasts,Documentary,4.6,4331.54,1114,950.72
Apple Podcasts,Documentary,3.3,4208.9,1014,718.51
Spotify,Comedy,4.66,4831.53,1016,899.16
Apple Podcasts,News & Culture,4.66,4497.88,974,457.7
Apple Podcasts,News & Culture,4.76,4335.37,730,350.02
Apple Podcasts,News & Culture,4.54,4445.95,786,530.04
Apple Podcasts,News & Culture,4.57,4664.08,1080,653.57
Apple Podcasts,News & Culture,3.5,4515.82,900,408.95
Apple Podcasts,Comedy,4.32,4751.92,946,649.67
Apple Podcasts,News & Culture,3.2,4266.42,990,420.02
Apple Podcasts,Comedy,4.63,4447.19,727,593.95
Apple Podcasts,Documentary,4.5,4188.3,771,719.48
Apple Podcasts,Comedy,4.88,4638.25,764,685.71
Apple Podcasts,Comedy,4.62,4966.96,956,796.6
Apple Podcasts,Documentary,4.47,4405.18,1178,905.71
Apple Podcasts,Documentary,4.61,4305.36,918,997.87
Apple Podcasts,Comedy,4.04,4650.3,892,572.55
Apple Podcasts,News & Culture,4.8,4510.21,1048,582.3
Apple Podcasts,Documentary,4.63,4125.19,968,728.07
Apple Podcasts,Documentary,4.15,4370.54,843,922.45
BBC Sounds,Documentary,4.47,4491.55,1134,839.07
Apple Podcasts,Comedy,4.16,4661.91,858,710.49
Apple Podcasts,Comedy,4.24,4561.19,588,453.83
Apple Podcasts,Documentary,4.58,4382.83,911,939.03
Spotify,Documentary,4.37,4294.44,1004,758.84
Apple Podcasts,Comedy,4.37,4561.16,842,551.46
YouTube,News & Culture,3,4434.86,872,480.16
Apple Podcasts,Documentary,3.65,4405.52,1259,820.92
Apple Podcasts,Comedy,3.91,4909.88,897,703.87
Apple Podcasts,Comedy,4.66,4768.12,765,650.57
Spotify,Documentary,5,4401.03,983,978.16
Apple Podcasts,Comedy,3.39,4637.84,919,505.67
Apple Podcasts,Comedy,4.24,4731.28,1153,459.04
Spotify,Documentary,3.23,4231.02,854,869.96
Apple Podcasts,Comedy,4.05,4668.92,1028,512.43
Apple Podcasts,Comedy,4.7,4503.34,918,721.68
YouTube,Documentary,4.37,4394.33,845,854.07
BBC Sounds,Comedy,4.59,4783.53,1059,362.92
Apple Podcasts,Documentary,3.73,4234.2,980,735.46
YouTube,Comedy,4.58,4455.25,737,266.69
Apple Podcasts,Documentary,4.07,4351.73,1020,709.6
BBC Sounds,News & Culture,4.67,4594.96,820,360.66
BBC Sounds,News & Culture,4.16,4736.58,820,558.25
Apple Podcasts,Documentary,3.98,4343.06,709,786.11
YouTube,Documentary,5,4248.26,1063,740.29
Apple Podcasts,Comedy,4.54,4859.12,900,712.65
Apple Podcasts,News & Culture,4.76,4317.48,854,310.25
Spotify,News & Culture,4.68,4596.72,983,455.03
YouTube,Documentary,4.63,4237.66,947,908.42
Apple Podcasts,News & Culture,4.56,4643.17,1102,454.02
Apple Podcasts,Comedy,4.38,4893.39,1062,630.4
Apple Podcasts,News & Culture,4.7,4468.56,819,375.72
Apple Podcasts,Documentary,4.75,4460.47,1202,916.73
Apple Podcasts,News & Culture,4.34,4472.45,1060,444.7
Spotify,Documentary,4.06,4446.15,1041,736.6
Apple Podcasts,Documentary,4.47,4232.19,920,733.86
Spotify,News & Culture,4.37,4648.59,1033,590.07
Apple Podcasts,Comedy,4.36,4747.98,845,798.51
Apple Podcasts,Comedy,4.78,4730.25,890,633.3
YouTube,Documentary,4.33,4179.88,565,905.8
Apple Podcasts,News & Culture,4.76,4549.5,1039,455.68
Apple Podcasts,News & Culture,4.57,4290.61,783,579.45
Apple Podcasts,Documentary,2.62,4376.06,1083,881.42
Apple Podcasts,Documentary,4.57,4431.92,1113,791.6
Spotify,News & Culture,4.8,4268.95,909,366.7
BBC Sounds,Comedy,4.62,4854.44,1054,539
Apple Podcasts,Documentary,4.6,4381.48,1112,874.87
Apple Podcasts,Documentary,5,4625.94,1004,865.44
Apple Podcasts,Comedy,4.5,4904.37,984,855.49
Apple Podcasts,Documentary,4.27,4319.47,991,940.15
YouTube,Documentary,4.9,4344.34,1001,837.51
Apple Podcasts,Documentary,3.6,4344.04,979,916.46
Spotify,News & Culture,4.54,4468.85,994,694.66
Apple Podcasts,News & Culture,4.66,4312.63,843,583.62
Apple Podcasts,News & Culture,4.29,4493.95,865,508.99
Apple Podcasts,Comedy,4.67,4512.87,734,494.83
Apple Podcasts,Comedy,4.5,4676.8,725,622.28
Apple Podcasts,News & Culture,4.76,4568.66,1031,383.09
Apple Podcasts,News & Culture,5,4762.11,748,694.95
Apple Podcasts,Documentary,4.44,4429.72,933,827.93
Apple Podcasts,Documentary,3.53,4440.97,1040,1122.61
Apple Podcasts,News & Culture,4.48,4170.13,838,567.59
Apple Podcasts,News & Culture,4.53,4439.47,848,355.52
Apple Podcasts,Comedy,4.87,4789.62,1246,676.78
Spotify,News & Culture,4.25,4551.04,775,294.85
Apple Podcasts,Comedy,4.88,4662.96,955,534.79
Apple Podcasts,News & Culture,4.18,4478.46,883,292.79
Apple Podcasts,Documentary,4.61,4343.99,1024,814.92
Spotify,Documentary,4.56,4320.45,892,925.42
BBC Sounds,Comedy,4.92,4568.61,935,652.44
Apple Podcasts,Comedy,3.79,4530.25,882,599.75
Apple Podcasts,Comedy,4.55,4718.97,698,621.08
Apple Podcasts,News & Culture,4.38,4818.42,1094,531.94
Apple Podcasts,Comedy,3.22,4642.99,973,468.18
Spotify,Documentary,4.5,4074.14,851,630.5
Apple Podcasts,News & Culture,4.06,4262.9,848,377.63
Apple Podcasts,Comedy,4,4500.97,966,352.27
YouTube,Documentary,4.14,4359.15,842,786.39
Spotify,Documentary,4.22,4431,1186,624.14
Apple Podcasts,News & Culture,4.61,4466.49,857,329.38
YouTube,Comedy,4.31,4743.73,1320,434.96
Apple Podcasts,Documentary,4.12,4375.82,959,845.74
Apple Podcasts,News & Culture,4.35,4483.72,741,639.11
Apple Podcasts,News & Culture,0,4585.11,0,140.98
Apple Podcasts,Comedy,4.02,4718.94,1090,595.79
Apple Podcasts,Documentary,4.63,4316.02,971,866.14
Apple Podcasts,Documentary,4,4341.62,939,980.81
Apple Podcasts,Documentary,4.41,4280.94,1129,1021.45
Apple Podcasts,News & Culture,4.53,4474.53,979,638.3
Apple Podcasts,Comedy,4.53,4583.83,697,579.09
Apple Podcasts,Comedy,4.75,4858.14,1082,688.97
Apple Podcasts,Documentary,4.6,4327.54,1058,811.52
Apple Podcasts,Comedy,4.36,4671.71,1055,417.38
YouTube,Documentary,4.09,4300.52,1020,716.66
Apple Podcasts,Comedy,3.55,4581.63,768,526.25
Apple Podcasts,News & Culture,4.71,4505.58,839,686.13
Apple Podcasts,News & Culture,4.62,4458.77,906,480.18
Apple Podcasts,Documentary,3.52,4372.53,1055,1004.26
Apple Podcasts,Documentary,4.75,4426.99,845,979.83
Spotify,Comedy,3.81,4848.39,1006,712.6
YouTube,Comedy,4.5,4613.34,1170,518.89
Apple Podcasts,News & Culture,5,4415.53,1044,531.12
Apple Podcasts,Documentary,2.78,4283.55,935,654.31
Apple Podcasts,Comedy,4.83,4553.68,885,528.01
Apple Podcasts,News & Culture,4.43,4594.88,919,595.05
Apple Podcasts,News & Culture,4.52,4471.85,1005,449.24
Apple Podcasts,Documentary,3.85,4298.99,1022,839.06
Apple Podcasts,Comedy,4.46,4722.97,841,509.19
Apple Podcasts,News & Culture,4.64,4521.74,829,617.67
Apple Podcasts,Comedy,4.3,4822.52,773,687.89
Apple Podcasts,Documentary,4.13,4354.73,944,946.92
Apple Podcasts,Comedy,4.7,4564.93,853,506.88
Spotify,Comedy,4.8,4789.96,811,504.54
Apple Podcasts,Comedy,3.85,4737.02,1210,674.64
Apple Podcasts,Documentary,4.45,4133.31,1050,768.67
Apple Podcasts,News & Culture,3.07,4531.1,1171,341.12
BBC Sounds,News & Culture,5,4510.44,1055,522.91
Apple Podcasts,News & Culture,4.67,4568.4,858,433.92
YouTube,News & Culture,4.09,4527.63,1018,542.13
Apple Podcasts,News & Culture,4.89,4218.36,946,344.94
Apple Podcasts,News & Culture,4,4550.4,910,526.69
Apple Podcasts,News & Culture,5,4526.6,893,363.84
Apple Podcasts,Comedy,3.8,4677.16,883,582.18
Spotify,News & Culture,4.36,4477.62,988,693.15
Apple Podcasts,Documentary,4.38,4202.51,890,832.63
Apple Podcasts,Comedy,4.24,4664.42,1014,618.69
Apple Podcasts,News & Culture,4.64,4439.6,733,715.17
BBC Sounds,News & Culture,3.81,4398.81,866,504.31
Spotify,Documentary,3.41,4333.05,1135,838.5
Apple Podcasts,Comedy,4.46,4692.37,820,371.82
YouTube,Comedy,4.5,4791.02,929,688.79
Apple Podcasts,Comedy,5,4812.71,980,603.37
Apple Podcasts,News & Culture,4.58,4270.32,682,432.29
Apple Podcasts,Documentary,4.3,4326.08,772,792.46
Apple Podcasts,Comedy,5,4556.59,980,699.49
Apple Podcasts,News & Culture,4.09,4633.6,801,409.45
Apple Podcasts,News & Culture,3.8,4617.29,1230,327.14
Spotify,Comedy,4.52,4781.45,840,392.73
BBC Sounds,Documentary,4.5,4162.26,1009,448.21
Apple Podcasts,Documentary,3.63,4345.37,1050,713.34
Apple Podcasts,Comedy,4.3,4569.55,1058,544.71
Apple Podcasts,Comedy,4.67,4650.22,1204,295.14
Apple Podcasts,News & Culture,4.32,4243.7,447,276.03
Apple Podcasts,Documentary,4.66,4225.42,974,710.38
YouTube,Comedy,4,4831.53,1106,753.62
Apple Podcasts,Comedy,3.18,4503.9,728,386.93
Apple Podcasts,Comedy,5,4830.56,1156,472.03
Apple Podcasts,Documentary,3.85,4435.2,1352,936.68
Apple Podcasts,Documentary,4.59,4373.92,959,866.89
Apple Podcasts,Comedy,4.79,4631.14,914,664.84
Apple Podcasts,Comedy,4.61,4620.15,832,607.46
Spotify,Comedy,4.4,4656.62,1112,471.37
Apple Podcasts,Documentary,4.69,4432.49,1077,696.72
Apple Podcasts,Documentary,4.33,4244.74,887,810.25
Apple Podcasts,News & Culture,3.11,4346.59,967,547.99
Apple Podcasts,Comedy,4,4865.82,1041,498.99
Apple Podcasts,Documentary,3.71,4306.09,843,865.09
Apple Podcasts,News & Culture,4.15,4389.42,943,507.18
Apple Podcasts,Comedy,3.9,4828.28,795,825.79
Apple Podcasts,News & Culture,4.68,4171.74,742,277.89
Apple Podcasts,Comedy,4.31,4699.14,1059,416.29
YouTube,Comedy,4.56,4999.68,1172,632.43
Apple Podcasts,Documentary,4.4,4323.67,788,777.79
Apple Podcasts,Documentary,4.25,4269.19,819,715.56
Spotify,Comedy,4.82,4513.07,631,594.86
Apple Podcasts,Documentary,0,4282.61,0,747.84
Spotify,Documentary,3.66,4317.1,1038,755.32
Apple Podcasts,News & Culture,4.36,4540.29,641,628.3
Apple Podcasts,Documentary,3.88,4443.73,1040,864.11
Spotify,Documentary,4.76,4318.23,869,791.15
Apple Podcasts,Documentary,4.78,4288.8,990,727.57
Apple Podcasts,News & Culture,4.39,4647.35,1019,358.4
Apple Podcasts,News & Culture,3,4305.34,822,300.72
Apple Podcasts,News & Culture,4.67,4623.49,993,547.83
Apple Podcasts,Documentary,4.73,4214.09,853,556.35
YouTube,News & Culture,4.52,4467.78,970,526.93
YouTube,Comedy,4.6,4541.71,600,466.15
Apple Podcasts,News & Culture,3.5,4253.21,711,418.15
YouTube,Comedy,4.37,4809.87,1097,555.13
Apple Podcasts,Documentary,4.53,4389.88,815,908.52
Apple Podcasts,News & Culture,4.96,4537.34,972,386.75
Apple Podcasts,Comedy,4.88,4806.67,1106,726.7
Spotify,Comedy,4,4604.35,1032,743.27
Spotify,Documentary,4.25,4357.91,1051,767.74
Apple Podcasts,Comedy,4.47,4611,855,705.73
Spotify,News & Culture,4.3,4381.43,813,400.57
Apple Podcasts,Comedy,4.51,4574.04,885,567.53
Apple Podcasts,Comedy,4,4880.61,1014,547.57
Spotify,Documentary,4.43,4356.71,1073,964.51
Apple Podcasts,Comedy,4.59,4714.1,867,439.01
Apple Podcasts,Comedy,5,4635.5,1044,581.21
Spotify,Comedy,3.33,4890.28,725,699.64
Apple Podcasts,Documentary,4.48,4375.56,1031,800.9
Apple Podcasts,News & Culture,3.2,4656.51,1055,691.91
Apple Podcasts,Documentary,4.59,4083.45,702,792.66
Apple Podcasts,Documentary,4.33,4305.31,986,893.17
Apple Podcasts,Comedy,4.62,4634.25,879,626.97
YouTube,Comedy,3.96,4807.74,807,563.18
Apple Podcasts,Comedy,4.35,4445.6,1155,242.75
Apple Podcasts,News & Culture,4.52,4267.9,1018,469.96
Apple Podcasts,Documentary,4.47,4279.37,827,923.78
Apple Podcasts,News & Culture,5,4406.67,955,317.62
Apple Podcasts,Documentary,4.61,4162.67,998,691.2
YouTube,Comedy,4.05,4604.97,829,626.22
Spotify,Documentary,4.85,4390.91,961,961.57
Apple Podcasts,Documentary,4.5,4430.19,1148,797.68
Apple Podcasts,News & Culture,4.68,4452.13,679,591.79
Apple Podcasts,Documentary,4.5,4277.8,927,596.07
